2019/10/29 7:51:15,0.0152090708,
2019/10/29 7:51:20,0.0145137228,
2019/10/29 7:51:22,0.0158580638,
2019/10/29 7:51:25,0.0156262803,
2019/10/29 7:51:27,0.0173182876,
2019/10/29 7:51:30,0.0172951089,
2019/10/29 7:51:32,0.0178513888,
2019/10/29 7:51:35,0.0182454248,
2019/10/29 7:51:37,0.019752016,
2019/10/29 7:51:40,0.0188480599,
2019/10/29 7:51:42,0.0200765112,
2019/10/29 7:51:45,0.0197288471,
2019/10/29 7:51:47,0.0184540267,
2019/10/29 7:51:50,0.0183381434,
2019/10/29 7:51:52,0.0189871344,
2019/10/29 7:51:55,0.0187321708,
2019/10/29 7:51:57,0.0185467514,
2019/10/29 7:52:00,0.0169474458,
2019/10/29 7:52:02,0.0188944104,
2019/10/29 7:52:05,0.01810635,
2019/10/29 7:52:07,0.0196361161,
2019/10/29 7:52:10,0.0197288263,
2019/10/29 7:52:12,0.0205400713,
2019/10/29 7:52:15,0.0200533339,
2019/10/29 7:52:17,0.0205169042,
2019/10/29 7:52:20,0.0208414092,
2019/10/29 7:52:22,0.0204473782,
2019/10/29 7:52:25,0.0195434159,
2019/10/29 7:52:27,0.0196824857,
2019/10/29 7:52:30,0.021096361,
2019/10/29 7:52:32,0.0200301563,
2019/10/29 7:52:35,0.0196824841,
2019/10/29 7:52:37,0.0196593104,
2019/10/29 7:52:40,0.0180136502,
2019/10/29 7:52:42,0.0178050428,
2019/10/29 7:52:45,0.017758697,
2019/10/29 7:52:47,0.0178514123,
2019/10/29 7:52:50,0.0158580707,
2019/10/29 7:52:52,0.0165302428,
2019/10/29 7:52:55,0.0154176851,
